date,Open ,High ,Low ,Close ,Shares Traded ,Turnover (â‚¹ Cr)
03-01-2022,17387.15,17646.65,17383.3,17625.7,200456430,16181.36
04-01-2022,17681.4,17827.6,17593.55,17805.25,247437472,18604.16
05-01-2022,17820.1,17944.7,17748.85,17925.25,251460038,23737.31
06-01-2022,17768.5,17797.95,17655.55,17745.9,236454824,22643.82
07-01-2022,17797.6,17905,17704.55,17812.7,239338015,21447.89
10-01-2022,17913.3,18017.45,17879.15,18003.3,232418075,20853.64
11-01-2022,17997.75,18081.25,17964.4,18055.75,220238796,20781.46
12-01-2022,18170.4,18227.95,18128.8,18212.35,244974287,22298.69
13-01-2022,18257,18272.25,18163.8,18257.8,303700545,28670.93
14-01-2022,18185,18286.95,18119.65,18255.75,229451608,21024.51
17-01-2022,18235.65,18321.55,18228.75,18308.1,266702919,23859.38
18-01-2022,18337.2,18350.95,18085.9,18113.05,227507319,20852.67
19-01-2022,18129.2,18129.2,17884.9,17938.4,276662654,25310.19
20-01-2022,17921,17943.7,17648.45,17757,258094246,25863.29
21-01-2022,17613.7,17707.6,17485.85,17617.15,277645373,25941.64
24-01-2022,17575.15,17599.4,16997.85,17149.1,323847388,28387.73
25-01-2022,17001.55,17309.15,16836.8,17277.95,326515896,31344.46
27-01-2022,17062,17182.5,16866.75,17110.15,395596577,36296.64
28-01-2022,17208.3,17373.5,17077.1,17101.95,355284285,29799.89
31-01-2022,17301.05,17410,17264.15,17339.85,321660346,25474.13
01-02-2022,17529.45,17622.4,17244.55,17576.85,386391485,30033.66
02-02-2022,17706.2,17794.6,17674.8,17780,271205907,23611.59
03-02-2022,17767.75,17781.15,17511.15,17560.2,226614989,20373.06
04-02-2022,17590.2,17617.8,17462.55,17516.3,261434170,20651.85
07-02-2022,17456.3,17536.75,17119.4,17213.6,265037933,21925.11
08-02-2022,17279.85,17306.45,17043.65,17266.75,268526210,23846.16
09-02-2022,17370.1,17477.15,17339,17463.8,236350514,19327.67
10-02-2022,17554.1,17639.45,17427.15,17605.85,273606440,22210.93
11-02-2022,17451,17454.75,17303,17374.75,253141660,23230.82
14-02-2022,17076.15,17099.5,16809.65,16842.8,305510740,24976.16
15-02-2022,16933.25,17375,16839.25,17352.45,298658142,24765.67
16-02-2022,17408.45,17490.6,17257.7,17322.2,244549223,21128.38
17-02-2022,17396.55,17442.9,17235.85,17304.6,232136131,19381.26
18-02-2022,17236.05,17380.8,17219.2,17276.3,189620888,16126.96
21-02-2022,17192.25,17351.05,17070.7,17206.65,215183301,18725.57
22-02-2022,16847.95,17148.55,16843.8,17092.2,300131995,24040.84
23-02-2022,17194.5,17220.7,17027.85,17063.25,200229631,17662.47
24-02-2022,16548.9,16705.25,16203.25,16247.95,457967874,36650.83
25-02-2022,16515.65,16748.8,16478.3,16658.4,329780732,25743.77
28-02-2022,16481.6,16815.9,16356.3,16793.9,404214666,33831.57
02-03-2022,16593.1,16678.5,16478.65,16605.95,517723542,39407.44
03-03-2022,16723.2,16768.95,16442.95,16498.05,442068263,31413
04-03-2022,16339.45,16456,16133.8,16245.35,456143040,34821.1
07-03-2022,15867.95,15944.6,15711.45,15863.15,585403660,38038.75
08-03-2022,15747.75,16028.75,15671.45,16013.45,543600673,38704.4
09-03-2022,16078,16418.05,15990,16345.35,462231428,35329.34
10-03-2022,16757.1,16757.3,16447.9,16594.9,486445481,35513.73
11-03-2022,16528.8,16694.4,16470.9,16630.45,343717045,24720.34
14-03-2022,16633.7,16887.95,16606.5,16871.3,314669685,23824.02
15-03-2022,16900.65,16927.75,16555,16663,381631902,29731.09
16-03-2022,16876.65,16987.9,16837.85,16975.35,259973396,21361.32
17-03-2022,17202.9,17344.6,17175.75,17287.05,448335248,35367.28
21-03-2022,17329.5,17353.35,17096.4,17117.6,285451208,22886.39
22-03-2022,17120.4,17334.4,17006.3,17315.5,338263468,27347.6
23-03-2022,17405.05,17442.4,17199.6,17245.65,292120348,24705.28
24-03-2022,17094.95,17291.75,17091.15,17222.75,290280124,25011.72
25-03-2022,17289,17294.9,17076.55,17153,237115741,20031.39
28-03-2022,17181.85,17235.1,17003.9,17222,253240837,19976.26
29-03-2022,17297.2,17343.65,17235.7,17325.3,235149625,20305.78
30-03-2022,17468.15,17522.5,17387.2,17498.25,505031841,28907.47
31-03-2022,17519.2,17559.8,17435.2,17464.75,281111679,24032.07
01-04-2022,17436.9,17703.7,17422.7,17670.45,291773447,21132.13
04-04-2022,17809.1,18114.65,17791.4,18053.4,345526502,38623.94
05-04-2022,18080.6,18095.45,17921.55,17957.4,283453612,25096.7
06-04-2022,17842.75,17901,17779.85,17807.65,328824420,24252.48
07-04-2022,17723.3,17787.5,17623.7,17639.55,308840215,26236.91
08-04-2022,17698.15,17842.75,17600.55,17784.35,274447433,25608.1
11-04-2022,17740.9,17779.05,17650.95,17674.95,251701846,21001.58
12-04-2022,17584.85,17595.3,17442.35,17530.3,266029060,23958.77
13-04-2022,17599.9,17663.65,17457.4,17475.65,245061941,20229.83
18-04-2022,17183.45,17237.75,17067.85,17173.65,376130248,30154.62
19-04-2022,17258.95,17275.65,16824.7,16958.65,401399563,35467.13
20-04-2022,17045.25,17186.9,16978.95,17136.55,286069736,25972.15
21-04-2022,17234.6,17414.7,17215.5,17392.6,285200022,24999.9
22-04-2022,17242.75,17315.3,17149.2,17171.95,262739740,23371.7
25-04-2022,17009.05,17054.3,16888.7,16953.95,275685925,22699.65
26-04-2022,17121.3,17223.85,17064.45,17200.8,261065753,22079.92
27-04-2022,17073.35,17110.7,16958.45,17038.4,265140480,25373.8
28-04-2022,17189.5,17322.5,17071.05,17245.05,312914417,28488.87
29-04-2022,17329.25,17377.65,17053.25,17102.55,336243642,29582.86
02-05-2022,16924.45,17092.25,16917.25,17069.1,278155513,21222.64
04-05-2022,17096.6,17132.85,16623.95,16677.6,310632799,27405.52
05-05-2022,16854.75,16945.7,16651.85,16682.65,265793403,21792.91
06-05-2022,16415.55,16484.2,16340.9,16411.25,300527719,25472.95
09-05-2022,16227.7,16403.7,16142.1,16301.85,288402950,23274.74
10-05-2022,16248.9,16404.55,16197.3,16240.05,283061200,22685.27
11-05-2022,16270.05,16318.75,15992.6,16167.1,284294438,22994.38
12-05-2022,16021.1,16041.95,15735.75,15808,314921678,25352.34
13-05-2022,15977,16083.6,15740.85,15782.15,369135540,27454.12
16-05-2022,15845.1,15977.95,15739.65,15842.3,217646558,17852.19
17-05-2022,15912.6,16284.25,15900.8,16259.3,295687774,22782.99
18-05-2022,16318.15,16399.8,16211.2,16240.3,290441105,23889.84
19-05-2022,15917.4,15984.75,15775.2,15809.4,313876082,24340.84
20-05-2022,16043.8,16283.05,16003.85,16266.15,252402013,22806.69
23-05-2022,16290.95,16414.7,16185.75,16214.7,293829853,25110.85
24-05-2022,16225.55,16262.8,16078.6,16125.15,249778296,21895.75
25-05-2022,16196.35,16223.35,16006.95,16025.8,243342347,21400.14
26-05-2022,16105,16204.45,15903.7,16170.15,314305739,27721.21
27-05-2022,16296.6,16370.6,16221.95,16352.45,274064956,21341.98
30-05-2022,16527.9,16695.5,16506.15,16661.4,251400757,21216.5
31-05-2022,16578.45,16690.75,16521.9,16584.55,651613610,52929.35
01-06-2022,16594.4,16649.2,16438.85,16522.75,249619038,19350.33
02-06-2022,16481.65,16646.4,16443.05,16628,235958283,20055.84
03-06-2022,16761.65,16793.85,16567.9,16584.3,245514871,22249.29
06-06-2022,16530.7,16610.95,16444.55,16569.55,233589132,17999.41
07-06-2022,16469.6,16487.25,16347.1,16416.35,233814633,17921.95
08-06-2022,16474.95,16514.3,16293.35,16356.25,243481044,18336.15
09-06-2022,16263.85,16492.8,16243.85,16478.1,204954394,16721.68
10-06-2022,16283.95,16324.7,16172.6,16201.8,189680523,18388.03
13-06-2022,15877.55,15886.15,15684,15774.4,225534385,20002.64
14-06-2022,15674.25,15858,15659.45,15732.1,225425862,19825.41
15-06-2022,15729.25,15783.65,15678.9,15692.15,183011236,16063.24
16-06-2022,15832.25,15863.15,15335.1,15360.6,264735957,21383.06
17-06-2022,15272.65,15400.4,15183.4,15293.5,342629997,29074
20-06-2022,15334.5,15382.5,15191.1,15350.15,260022438,18531.78
21-06-2022,15455.95,15707.25,15419.85,15638.8,262794687,18934.27
22-06-2022,15545.65,15565.4,15385.95,15413.3,220889589,16817.07
23-06-2022,15451.55,15628.45,15367.5,15556.65,259171810,21722.06
24-06-2022,15657.4,15749.25,15619.45,15699.25,219599372,18259.72
27-06-2022,15926.2,15927.45,15815.5,15832.05,210932505,17770.42
28-06-2022,15757.45,15892.1,15710.15,15850.2,251865155,18419.75
29-06-2022,15701.7,15861.6,15687.8,15799.1,444949551,22528.57
30-06-2022,15774.5,15890,15728.85,15780.25,306027777,23970.65
01-07-2022,15703.7,15793.95,15511.05,15752.05,364090131,25891.94
04-07-2022,15710.5,15852.35,15661.8,15835.35,304328467,19875.22
05-07-2022,15909.15,16025.75,15785.45,15810.85,254164463,19129.6
06-07-2022,15818.2,16011.35,15800.9,15989.8,288375300,22836.77
07-07-2022,16113.75,16150.5,16045.95,16132.9,264615218,21465.33
08-07-2022,16273.65,16275.5,16157.9,16220.6,281102369,20990.69
11-07-2022,16136.15,16248.55,16115.5,16216,255915072,20240.69
12-07-2022,16126.2,16158.75,16031.15,16058.3,208648707,16042.52
13-07-2022,16128.2,16140,15950.15,15966.65,233264100,19649.66
14-07-2022,16018.85,16070.85,15858.2,15938.65,228603433,18858.83
15-07-2022,16010.8,16066.95,15927.3,16049.2,205768079,17031.43
18-07-2022,16151.4,16287.95,16142.2,16278.5,227744850,19420.93
19-07-2022,16187.05,16359.5,16187.05,16340.55,222630928,18068.59
20-07-2022,16562.8,16588,16490.95,16520.85,284359582,22061.81
21-07-2022,16523.55,16626.95,16483.9,16605.25,243625339,20603.17
22-07-2022,16661.25,16752.25,16610.9,16719.45,190906776,18600.11
25-07-2022,16662.55,16706.05,16564.25,16631,211392171,19384.43
26-07-2022,16632.9,16636.1,16463.3,16483.85,208208122,20087.54
27-07-2022,16475.35,16653.45,16438.75,16641.8,185210970,17608.03
28-07-2022,16774.85,16947.65,16746.25,16929.6,376256315,26674.28
29-07-2022,17079.5,17172.8,17018.15,17158.25,436059722,28241.29
01-08-2022,17243.2,17356.25,17154.8,17340.05,381532671,23221.04
02-08-2022,17310.15,17390.15,17215.85,17345.45,333639093,22576.94
03-08-2022,17349.25,17407.5,17225.85,17388.15,285414666,20842.13
04-08-2022,17463.1,17490.7,17161.25,17382,324981426,21848.21
05-08-2022,17423.65,17474.4,17348.75,17397.5,355310802,20013.14
08-08-2022,17401.5,17548.8,17359.75,17525.1,256994113,18475.21
10-08-2022,17566.1,17566.1,17442.8,17534.75,312716544,21952.35
11-08-2022,17711.65,17719.3,17631.95,17659,311247237,20476.53
12-08-2022,17659.65,17724.65,17597.85,17698.15,303872483,18422.47
16-08-2022,17797.2,17839.1,17764.05,17825.25,278042725,18495.27
17-08-2022,17868.15,17965.95,17833.35,17944.25,262768582,21209.54
18-08-2022,17898.65,17968.45,17852.05,17956.5,263914197,18441.68
19-08-2022,17966.55,17992.2,17710.75,17758.45,295627263,21531.99
22-08-2022,17682.9,17690.05,17467.35,17490.7,287559133,19605.44
23-08-2022,17357.35,17625.55,17345.2,17577.5,285616338,20365.8
24-08-2022,17525.45,17623.65,17499.25,17604.95,261953239,17819.88
25-08-2022,17679,17726.5,17487.45,17522.45,230181848,17566.7
26-08-2022,17619.3,17685.85,17519.35,17558.9,266636238,17500.8
29-08-2022,17188.65,17380.15,17166.2,17312.9,244854637,19351.5
30-08-2022,17414.95,17777.65,17401.5,17759.3,324687477,26284.26
01-09-2022,17485.7,17695.6,17468.45,17542.8,308526598,26813.95
02-09-2022,17598.4,17643.85,17476.45,17539.45,256268616,19548.88
05-09-2022,17546.45,17683.15,17540.35,17665.8,230309013,17011.26
06-09-2022,17695.7,17764.65,17587.65,17655.6,251204527,17521.09
07-09-2022,17519.4,17650.75,17484.3,17624.4,354137885,25419.5
08-09-2022,17748.15,17807.65,17691.95,17798.75,279845682,19925.25
09-09-2022,17923.35,17925.95,17786,17833.35,270299618,20564.06
12-09-2022,17890.85,17980.55,17889.15,17936.35,228242025,17648.17
13-09-2022,18044.45,18088.3,18015.45,18070.05,259922741,21039.08
14-09-2022,17771.15,18091.55,17771.15,18003.75,365866933,26611.96
15-09-2022,18046.35,18096.15,17861.5,17877.4,289637528,22007.78
16-09-2022,17796.8,17820.05,17497.25,17530.85,468464263,36013.89
19-09-2022,17540.65,17667.2,17429.7,17622.25,258329581,19548.99
20-09-2022,17770.4,17919.3,17744.4,17816.25,263100874,20456.69
21-09-2022,17766.35,17838.7,17663.6,17718.35,245532498,19816.78
22-09-2022,17609.65,17722.75,17532.45,17629.8,284094023,21303.96
23-09-2022,17593.85,17642.15,17291.65,17327.35,390754862,23750.53
26-09-2022,17156.3,17196.4,16978.3,17016.3,492002942,27533.01
27-09-2022,17110.9,17176.45,16942.35,17007.4,359895458,22712.8
28-09-2022,16870.55,17037.6,16820.4,16858.6,323922457,21400.93
29-09-2022,16993.6,17026.05,16788.6,16818.1,340034380,24758.63
30-09-2022,16798.05,17187.1,16747.7,17094.35,380204763,26205.63
03-10-2022,17102.1,17114.65,16855.55,16887.35,285850587,21860.54
04-10-2022,17147.45,17287.3,17117.3,17274.3,231601639,18480.43
06-10-2022,17379.25,17428.8,17315.65,17331.8,268239320,20404.46
07-10-2022,17287.2,17337.35,17216.95,17314.65,216273136,17043.26
10-10-2022,17094.35,17280.15,17064.7,17241,234005512,16220.67
11-10-2022,17256.05,17261.8,16950.3,16983.55,282617982,22178.37
12-10-2022,17025.55,17142.35,16960.05,17123.6,256037322,18098.41
13-10-2022,17087.35,17112.35,16956.95,17014.35,266438674,18189.64
14-10-2022,17322.3,17348.55,17169.75,17185.7,226997138,17813.47
17-10-2022,17144.8,17328.55,17098.55,17311.8,212223419,16887.83
18-10-2022,17438.75,17527.8,17434.05,17486.95,239493630,18224.95
19-10-2022,17568.15,17607.6,17472.85,17512.25,210480869,17200.79
20-10-2022,17423.1,17584.15,17421,17563.95,249604832,18345.6
21-10-2022,17622.85,17670.15,17520.75,17576.3,277702680,23547.38
24-10-2022,17736.35,17777.55,17707.4,17730.75,45029477,3772.49
25-10-2022,17808.3,17811.5,17637,17656.35,251358203,20338.32
27-10-2022,17771.4,17783.9,17654.5,17736.95,324649088,24166.3
28-10-2022,17756.4,17838.9,17723.7,17786.8,250030113,19099.59
31-10-2022,17910.2,18022.8,17899.9,18012.2,227174539,19846.47
01-11-2022,18130.7,18175.8,18060.15,18145.4,349924808,26796.59
02-11-2022,18177.9,18178.75,18048.65,18082.85,270878019,20072.62
03-11-2022,17968.35,18106.3,17959.2,18052.7,212968291,16037.78
04-11-2022,18053.4,18135.1,18017.15,18117.15,267941526,21062.54
07-11-2022,18211.75,18255.5,18064.75,18202.8,314758398,25124.84
09-11-2022,18288.25,18296.4,18117.5,18157,307155149,23344.58
10-11-2022,18044.35,18103.1,17969.4,18028.2,256451785,19848.06
11-11-2022,18272.35,18362.3,18259.35,18349.7,378469072,30732.11
14-11-2022,18376.4,18399.45,18311.4,18329.15,301401961,21697.66
15-11-2022,18362.75,18427.95,18282,18403.4,250926391,17836.19
16-11-2022,18398.25,18442.15,18344.15,18409.65,219268992,19732.87
17-11-2022,18358.7,18417.6,18312.95,18343.9,200512910,16410.36
18-11-2022,18382.95,18394.6,18209.8,18307.65,198794846,16553.69
21-11-2022,18246.4,18262.3,18133.35,18159.95,213794598,15037.5
22-11-2022,18179.15,18261.85,18137.7,18244.2,177681099,14750.98
23-11-2022,18325.2,18325.4,18246,18267.25,178791087,15674.45
24-11-2022,18326.1,18529.7,18294.25,18484.1,204044559,18218.35
25-11-2022,18528.45,18534.9,18445.1,18512.75,205876043,17112.8
28-11-2022,18430.55,18614.25,18365.6,18562.75,206468884,19006.92
29-11-2022,18552.45,18678.1,18552.15,18618.05,195255179,16568.17
30-11-2022,18625.7,18816.05,18616.55,18758.35,345636288,32757.21
01-12-2022,18871.95,18887.6,18778.2,18812.5,324955829,22216.65
02-12-2022,18752.4,18781.95,18639.2,18696.1,254401004,20233.76
05-12-2022,18719.55,18728.6,18591.35,18701.05,288393766,19471.83
06-12-2022,18600.65,18654.9,18577.9,18642.75,217777090,17772.27
07-12-2022,18638.85,18668.3,18528.4,18560.5,200501720,17496.8
08-12-2022,18570.85,18625,18536.95,18609.35,202811256,19277.65
09-12-2022,18662.4,18664.7,18410.1,18496.6,215839572,20317.78
12-12-2022,18402.15,18521.55,18345.7,18497.15,193883468,16688.2
13-12-2022,18524.4,18617.25,18490.2,18608,187585567,16536.17
14-12-2022,18671.25,18696.1,18632.9,18660.3,208030337,16626
15-12-2022,18614.4,18652.9,18387.7,18414.9,183127544,15618.55
16-12-2022,18319.1,18440.95,18255.15,18269,277650193,23292.95
19-12-2022,18288.1,18431.65,18244.55,18420.45,154847475,14455.23
20-12-2022,18340.3,18404.9,18202.65,18385.3,169041783,15038.56
21-12-2022,18435.15,18473.35,18162.75,18199.1,187594274,17223.44
22-12-2022,18288.8,18318.75,18068.6,18127.35,195699650,16725.23
23-12-2022,17977.65,18050.45,17779.5,17806.8,221454773,18486.94
26-12-2022,17830.4,18084.1,17774.25,18014.6,176652342,13708.21
27-12-2022,18089.8,18149.25,17967.45,18132.3,214257094,13000.64
28-12-2022,18084.75,18173.1,18068.35,18122.5,193873167,13997.59
29-12-2022,18045.7,18229.7,17992.8,18191,281052828,18466.05
30-12-2022,18259.1,18265.25,18080.3,18105.3,192005563,14475.22
02-01-2023,18131.7,18215.15,18086.5,18197.45,256073979,11793.06
03-01-2023,18163.2,18251.95,18149.8,18232.55,208699772,13680.91
04-01-2023,18230.65,18243,18020.6,18042.95,235162202,16687.71
05-01-2023,18101.95,18120.3,17892.6,17992.15,269949738,22108.53
06-01-2023,18008.05,18047.4,17795.55,17859.45,238220578,17495.25
09-01-2023,17952.55,18141.4,17936.15,18101.2,257237669,19916.16
10-01-2023,18121.3,18127.6,17856,17914.15,283277918,20570.3
11-01-2023,17924.25,17976.35,17824.35,17895.7,259853294,20204.33
12-01-2023,17920.85,17945.8,17761.65,17858.2,227769060,19762.43
13-01-2023,17867.5,17999.35,17774.25,17956.6,256700729,21341.7
16-01-2023,18033.15,18049.65,17853.65,17894.85,206195816,16728.37
17-01-2023,17922.8,18072.05,17886.95,18053.3,219055125,17461.09
18-01-2023,18074.3,18183.75,18032.45,18165.35,255840928,20500.07
19-01-2023,18119.8,18155.2,18063.75,18107.85,237833991,18413.13
20-01-2023,18115.6,18145.45,18016.2,18027.65,237225269,19519.96
23-01-2023,18118.45,18162.6,18063.45,18118.55,202460434,17060.12
24-01-2023,18183.95,18201.25,18078.65,18118.3,216910302,19705.91
25-01-2023,18093.35,18100.6,17846.15,17891.95,257227052,20890.56
27-01-2023,17877.2,17884.75,17493.55,17604.35,476342611,40104.83
30-01-2023,17541.95,17709.15,17405.55,17648.95,432434028,38159.88
31-01-2023,17731.45,17735.7,17537.55,17662.15,398338541,35023.7
01-02-2023,17811.6,17972.2,17353.4,17616.3,512870802,38486.19
02-02-2023,17517.1,17653.9,17445.95,17610.4,490113567,37639.96
03-02-2023,17721.75,17870.3,17584.2,17854.05,424123037,34503.67
06-02-2023,17818.55,17823.7,17698.35,17764.6,282544790,21864.88
07-02-2023,17790.1,17811.15,17652.55,17721.5,354395693,23611.08
08-02-2023,17750.3,17898.7,17744.15,17871.7,290994265,23733.4
09-02-2023,17885.5,17916.9,17779.8,17893.45,260854055,21529.97
10-02-2023,17847.55,17876.95,17801,17856.5,231991834,17063.99
